source_year,year,actual_draw_year,model_year,model_target_year,truth_year,permits_year,source_scope,source_namespace,draw_source_namespace,source_file,draw_source_file,source_path,source_pdf,pdf_page,official_page,page_kind,hunt_code,hunt_name,raw_hunt_name,unit,species,sex,sex_type,draw_design,weapon,hunt_draw_class,hunt_type,hunt_class,season,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio,p_draw,p_draw_percent,row_type,record_type,successful_applicants,unsuccessful_applicants,boundary_id,candidate_promotion_status,algorithm_status,source_dataset,extraction_status,parse_method,qa_status,qa_notes,notes,permits_year_res,permits_year_nr,permits_year_total,removal_reason
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,PRO,Buck Pronghorn Bonus Point,Buck Pronghorn Bonus Point,,Pronghorn,Buck,Buck,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,14,5,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_10_limited_entry_buck_pronghorn,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,PRO,Buck Pronghorn Bonus Point,Buck Pronghorn Bonus Point,,Pronghorn,Buck,Buck,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,15,1,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_10_limited_entry_buck_pronghorn,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,PRO,Buck Pronghorn Bonus Point,Buck Pronghorn Bonus Point,,Pronghorn,Buck,Buck,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,16,3,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_10_limited_entry_buck_pronghorn,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,PRO,Buck Pronghorn Bonus Point,Buck Pronghorn Bonus Point,,Pronghorn,Buck,Buck,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,21,1,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_10_limited_entry_buck_pronghorn,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,PRO,Buck Pronghorn Bonus Point,Buck Pronghorn Bonus Point,,Pronghorn,Buck,Buck,standard,,Bonus Point,Bonus Point,Bonus Point,,Resident,26,2,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_10_limited_entry_buck_pronghorn,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,0,742,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,1,591,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,2,552,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,3,458,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,4,438,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,5,446,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,6,359,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,7,377,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,8,334,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,9,316,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,10,237,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,11,218,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,12,199,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,13,190,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
2026,2026,2026,2027,2027,2026,2027,POINT_PURCHASE_REFERENCE,2026_PERMITS=2027_MODEL_LIVE_PLUS_PDF_DENSE,2026_LIVE_PLUS_PDF_DENSE_RECONCILED,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,UtahDraws live DrawOddsData: Big Game:Bonus Point,,,POINT_PURCHASE_REFERENCE,RMB,Rocky Mountain Sheep Bonus Point,Rocky Mountain Sheep Bonus Point,,Rocky Mountain Bighorn Sheep,Ram,Ram,standard,,Bonus Point,Bonus Point,Bonus Point,,Nonresident,14,244,0,0,0,N/A,,N/A,point_purchase_reference,point_purchase_reference,0,,,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,UTAHDRAWS_2026_LIVE_DRAW_ODDS_REFRESH_20260618,LIVE_UTAHDRAWS_REFRESH,2026_ACCEPTED_DENSE_CANDIDATE_TO_LONG_SCHEMA,POINT_PURCHASE_REFERENCE_NOT_DRAW_ODDS,Official UtahDraws point-purchase family row; retained as source evidence but excluded from scorable draw-odds scoring.,2026_big_game_14_rocky_mtn_bighorn_sheep,0,0,0,reference_row_type_point_purchase_reference
